id,age,gender,region,income_level,education_level,daily_role,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,anxiety_score,depression_score,stress_level,happiness_score,focus_score,high_risk_flag,device_type,productivity_score,digital_dependence_score
1663,49,Female,Europe,Lower-Mid,High School,Caregiver/Home,1.9,12,768,59,171,4.0,8.209084724502617,3.065266326891912,12.294146460605797,3.0,8.948071075116008,5.1,10.0,0,iPhone,44.0,25.9
1664,19,Male,Middle East,Low,Bachelor,Full-time Employee,7.92,193,128,142,176,5.0,8.643725341302623,2.0978451459532708,6.0,15.0,3.833579036632359,9.0,64.0,0,iPhone,59.0,36.0
1666,33,Male,North America,Upper-Mid,Master,Part-time/Shift,5.24,102,593,118,0,6.0,8.156950019140954,4.285578949183017,2.0,10.0,5.789804219880385,7.3,15.0,0,iPhone,65.0,34.9
1667,34,Female,Europe,Lower-Mid,Master,Part-time/Shift,3.09,99,457,105,206,6.0,8.474305757476136,2.1974060697295914,6.137060167342138,2.0,9.773263534835555,4.9,8.0,0,iPhone,55.0,26.5
1668,25,Male,South America,Upper-Mid,Bachelor,Full-time Employee,6.84,129,421,86,0,5.0,5.427463281162988,3.075995153419594,4.0,8.0,5.655773287976482,5.0,40.0,0,Tablet,60.0,36.0
1670,14,Male,Middle East,Low,High School,Student,7.45,119,96,348,0,1.0,6.611675174564974,1.8224933460737769,4.0,15.0,10.0,8.2,49.0,0,Laptop,70.0,27.0
1671,14,Female,Middle East,Lower-Mid,High School,Student,3.99,89,398,134,0,3.0,9.141369584368494,2.9559065514911365,11.155636595759368,5.0,9.998709557599437,6.418568102444702,33.0,0,iPhone,63.0,24.2
1672,45,Female,Asia,Upper-Mid,Bachelor,Full-time Employee,8.03,100,465,124,178,3.0,8.706785149266867,1.0,8.463564865888745,13.0,6.056211253358982,6.418568102444702,26.0,0,Android,61.0,39.3
1675,49,Male,Asia,Low,Master,Full-time Employee,9.07,122,341,273,32,4.0,6.90608896453872,2.002081663600049,2.0,8.0,3.871669420972752,8.8,26.0,0,Android,81.0,40.3
1676,39,Male,North America,High,High School,Full-time Employee,6.76,45,265,114,281,3.0,7.857991040070272,3.941761891975963,3.0,4.0,1.994068377188065,9.3,51.0,0,Laptop,62.0,36.68415185296776
1677,24,Female,Africa,Lower-Mid,Master,Student,9.96,163,268,99,104,7.0,4.869406555448776,2.324019039935746,2.5158622128419643,13.0,5.582840009320965,4.6,0.0,0,Laptop,77.0,36.68415185296776
1678,38,Male,North America,Lower-Mid,Master,Caregiver/Home,6.77,150,269,89,17,1.0,8.359706215133999,3.87246903579813,5.0,8.0,1.0,9.6,38.0,0,Laptop,65.29930112427833,34.4
1679,27,Male,Asia,Upper-Mid,High School,Student,7.99,136,302,67,0,4.0,7.255563380288783,2.13121374674021,5.0,15.0,2.872092628870764,6.6,49.0,0,iPhone,75.0,36.0
1681,28,Male,South America,Low,Master,Full-time Employee,3.17,73,735,130,13,2.0,7.59091538122803,4.875952121954287,7.0,0.0,10.0,5.2,0.0,0,Tablet,69.0,30.6
1682,20,Female,North America,Lower-Mid,High School,Full-time Employee,4.67,99,259,177,66,2.0,7.430556781342005,2.815104077689353,9.378702884373414,2.0,1.0,9.1,70.0,0,Tablet,65.0,23.6
1684,13,Male,Africa,Low,High School,Student,5.95,94,359,322,180,4.0,6.6226433754881535,3.120459817783141,4.0,3.0,6.121197661909302,8.2,12.0,0,iPhone,68.0,28.1
1685,15,Male,Europe,Lower-Mid,High School,Student,5.03,145,80,203,235,2.0,7.71090786190717,2.858556923476702,3.0,11.0,10.0,4.4,63.0,0,Laptop,53.0,36.68415185296776
1687,28,Female,Africa,Lower-Mid,High School,Full-time Employee,7.83,95,285,231,199,4.0,6.2967835813150215,3.035316128641356,5.511515723258183,0.0,5.881145498482729,9.7,38.0,0,Laptop,65.29930112427833,32.2
1689,33,Male,Middle East,Low,Master,Full-time Employee,6.03,90,253,91,59,0.0,6.783474451053804,3.706643210830671,2.0,0.0,10.0,3.4,57.0,0,Tablet,68.0,27.0
1690,29,Female,Africa,Upper-Mid,High School,Part-time/Shift,8.06,182,344,309,204,3.0,5.082770215246124,3.07097293911856,6.864916286550043,9.0,1.996214453224701,6.6,33.0,0,Android,62.0,41.8
1693,22,Female,North America,Lower-Mid,Bachelor,Part-time/Shift,9.0,175,146,147,195,0.0,6.093687027467077,2.709196580468366,4.3260827184024695,4.0,1.3372660878891858,8.1,66.0,0,Android,74.0,37.4
1694,17,Female,Asia,Lower-Mid,High School,Student,10.01,172,104,106,195,5.0,5.086161731984421,2.1520611421568607,11.99985911213248,17.0,1.0,9.3,74.0,0,iPhone,52.0,38.7
1697,40,Female,Europe,High,Master,Full-time Employee,3.39,101,268,14,102,5.0,7.054651692387602,4.176761738576508,9.17690800592343,3.0,5.81323091519175,7.0,69.0,0,Tablet,55.0,36.68415185296776
1699,16,Male,North America,Low,High School,Student,5.09,127,186,134,277,1.0,8.324012558360987,2.836373077408601,0.0,9.0,10.0,2.8,60.0,0,Android,70.0,24.6
1700,25,Male,Europe,High,Bachelor,Full-time Employee,7.56,228,260,180,59,2.0,6.440830492508415,2.9283604412696813,2.0,14.0,8.062349344720339,5.5,37.0,0,Tablet,67.0,41.8
1702,34,Male,North America,Low,PhD,Full-time Employee,7.71,156,319,14,17,3.0,7.388907568108473,2.9991093433728966,3.0,10.0,4.070371332207744,9.4,51.0,0,Tablet,70.0,38.3
1703,37,Female,North America,High,High School,Full-time Employee,8.76,230,299,97,73,5.0,7.262708093496117,3.112815101500272,6.36283503204046,11.0,2.748364031990415,7.7,68.0,0,Tablet,71.0,46.8
1704,27,Female,Asia,Upper-Mid,High School,Part-time/Shift,7.64,134,86,33,38,2.0,8.270703884529896,2.8979487690864763,8.601884538739132,11.0,6.149640698824625,8.4,76.0,0,iPhone,76.0,29.5
1705,44,Male,North America,Upper-Mid,Bachelor,Caregiver/Home,6.77,116,146,192,0,4.0,7.553263232839975,5.0,3.0,9.0,4.857996068396567,9.0,59.0,0,Android,69.0,29.2
1707,22,Male,Africa,Lower-Mid,Bachelor,Unemployed_Looking,5.45,134,310,69,85,7.0,8.97083722716605,3.2947262039552667,2.0,10.0,1.0,9.6,46.0,0,Android,72.0,29.7
1708,22,Female,Asia,Lower-Mid,Bachelor,Full-time Employee,4.51,64,515,32,99,5.0,8.60226097698585,4.11304490344898,7.734618627334765,0.0,9.771942016548577,2.9,40.0,0,Android,84.0,26.4
1709,31,Female,North America,High,Master,Full-time Employee,5.71,98,538,196,96,4.0,7.908951370866503,3.032938462086201,7.622918112219271,8.0,5.832828641547697,6.0,13.0,0,iPhone,64.0,34.2
1710,31,Male,South America,High,High School,Part-time/Shift,4.31,117,205,223,281,6.0,8.242877463806732,2.2655275381065225,0.0,12.0,2.609125027808717,4.4,51.0,0,Android,55.0,24.2
1713,40,Male,Asia,High,Bachelor,Unemployed_Looking,7.62,213,92,99,218,3.0,6.746092744442235,1.0,4.0,10.0,1.048502974401197,9.9,85.0,0,Laptop,43.0,38.5
1715,30,Female,Asia,High,High School,Part-time/Shift,3.92,78,500,155,80,3.0,9.730698906218503,3.9985615479398966,8.525893994369302,0.0,6.109888445228895,7.9,30.0,0,Laptop,60.0,27.3
1716,18,Female,North America,Lower-Mid,Bachelor,Full-time Employee,7.2,225,162,85,79,1.0,7.099708326824377,1.7923541564131806,9.458311806144344,9.0,5.184367421453779,9.5,78.0,0,Tablet,64.0,37.6
1717,30,Male,Europe,Low,Bachelor,Part-time/Shift,5.81,80,210,67,206,3.0,7.775990885816864,2.076291858554169,5.0,7.0,8.100770643891561,10.0,72.0,0,iPhone,68.0,24.3
1718,43,Male,Africa,Upper-Mid,High School,Part-time/Shift,5.04,93,403,251,13,4.0,7.561582080736906,3.9374636551286897,4.0,0.0,1.0,9.7,15.0,0,iPhone,67.0,29.7
1721,34,Female,South America,Upper-Mid,Master,Full-time Employee,8.82,182,138,167,179,5.0,7.069212012682367,2.1588888085346216,7.697790133597879,12.0,2.893359971619593,7.5,66.0,0,Android,70.0,38.6
1724,23,Male,Europe,High,Master,Part-time/Shift,8.56,151,127,74,95,0.0,6.462297207403254,1.7757952179286547,6.0,11.0,3.3210799254743604,8.2,87.0,0,Tablet,71.0,33.9
1725,23,Female,South America,Lower-Mid,Master,Student,10.69,217,268,114,0,1.0,6.278330717714502,1.7759767083560185,10.241295692659206,17.0,5.262857115899057,6.4,46.0,0,iPhone,56.0,36.68415185296776
1726,31,Female,Asia,High,Master,Full-time Employee,3.56,60,297,13,190,2.0,8.429634814638295,3.907115512253381,10.66889083475512,5.0,2.075849881521357,8.7,46.0,0,Laptop,76.0,19.4
1728,48,Male,Asia,Upper-Mid,Bachelor,Part-time/Shift,5.9,40,332,112,0,3.0,6.799143731333805,1.9173519547298592,2.0,5.0,2.84512374482911,9.9,20.0,0,iPhone,65.29930112427833,25.7
1729,37,Female,North America,High,High School,Part-time/Shift,8.84,196,785,106,106,3.0,7.462000636701762,1.007898873471799,8.208646751344336,11.0,1.0,8.8,0.0,0,iPhone,69.0,56.5
1730,20,Male,Europe,Lower-Mid,High School,Part-time/Shift,3.59,94,134,132,58,2.0,7.112626367603361,3.863937709910175,6.0,4.0,1.1030270382445782,9.5,57.0,0,Tablet,83.0,16.9
1731,16,Male,Asia,Low,High School,Student,7.81,205,150,80,0,2.0,7.475948961143654,1.0,2.0,11.0,3.916276865292424,8.7,86.0,0,Android,63.0,37.0
1732,33,Female,Asia,Low,PhD,Full-time Employee,7.98,152,144,141,260,6.0,7.022632774030532,2.1847387724963268,5.67917449624881,11.0,1.606042595539226,8.3,60.0,0,Tablet,62.0,34.3
1734,25,Male,Europe,Lower-Mid,Bachelor,Full-time Employee,8.44,161,570,91,0,2.0,7.5534096903774,2.943579681603882,1.0,7.0,3.146215049398402,5.7,32.0,0,Tablet,62.0,46.3
1735,22,Male,Europe,Lower-Mid,Bachelor,Student,7.71,102,167,258,82,4.0,7.903116418888143,2.0595846753657967,5.0,9.0,4.056617523979575,7.5,57.0,0,Tablet,73.0,28.7
1736,35,Female,Europe,High,PhD,Unemployed_Looking,8.05,171,184,28,102,5.0,6.4979310100914525,4.200928799219148,2.310327685209634,6.0,2.9478718997579176,9.3,64.0,0,Tablet,49.0,37.7
1737,38,Female,Asia,High,High School,Part-time/Shift,5.03,139,448,71,92,3.0,8.729153886515396,1.9387125631794824,8.877093565063468,10.0,1.0,8.5,31.0,0,Laptop,54.0,34.6
1738,29,Male,Middle East,Upper-Mid,Bachelor,Full-time Employee,6.3,126,108,128,59,1.0,7.439285734131924,3.855979581142443,3.0,11.0,4.2753642765232325,7.2,70.0,0,Android,54.0,27.1
1739,46,Female,North America,Low,Master,Caregiver/Home,4.48,78,212,25,132,1.0,9.37945317265312,4.954252233288014,8.256162867584854,4.0,1.0,8.1,73.0,0,Tablet,75.0,22.3
1740,24,Male,Africa,Low,Bachelor,Full-time Employee,9.53,208,518,62,13,4.0,6.607779326472821,5.0,2.0,8.0,1.7183600807857835,9.7,32.0,0,iPhone,82.0,50.9
1741,22,Male,Asia,High,Bachelor,Part-time/Shift,5.28,101,664,304,96,4.0,6.810696273721162,3.0950074614540504,2.0,3.0,5.8192018811500565,4.7,14.0,0,Android,64.0,35.8
1743,49,Female,North America,Low,Master,Caregiver/Home,6.42,85,321,65,178,4.0,8.584590223269062,3.9808212519666015,6.811366730484376,12.0,5.980048698915956,6.5,51.0,0,Android,66.0,30.7
1744,46,Male,South America,Upper-Mid,Bachelor,Full-time Employee,4.84,108,475,205,102,0.0,8.727656844396321,2.761677308824233,2.0,6.0,1.3799916597032378,8.4,5.0,0,Android,77.0,32.3
1746,30,Male,Asia,Lower-Mid,High School,Part-time/Shift,6.86,101,338,131,25,7.0,8.572589829109985,3.278591579958252,2.0,10.0,1.0,9.4,37.0,0,Tablet,67.0,31.8
1749,13,Male,Africa,Lower-Mid,High School,Part-time/Shift,6.01,158,181,56,175,3.0,5.897461965865627,2.923420187760604,4.0,8.0,1.1164474467123915,9.4,78.0,0,Laptop,67.0,29.1
1750,30,Male,Africa,Upper-Mid,High School,Part-time/Shift,6.84,130,145,329,48,3.0,7.291076790219797,4.07872265497523,2.0,8.0,4.992541436508737,8.3,51.0,0,Tablet,65.29930112427833,29.1
1752,16,Female,North America,Lower-Mid,High School,Student,8.14,162,164,170,125,5.0,7.976000426129551,3.070644309545326,3.378544629542848,8.0,9.835914475233343,0.2,85.0,0,Laptop,72.0,34.2
1754,48,Male,Europe,Low,Master,Unemployed_Looking,6.96,121,461,53,0,6.0,7.959038470221778,3.1977875886169183,3.0,11.0,4.746975473384098,9.4,35.0,0,Android,47.0,39.2
1755,19,Male,South America,Low,High School,Unemployed_Looking,9.01,260,276,62,92,0.0,5.340537304608821,1.8530052766470524,8.0,11.0,1.3470991062969535,9.0,46.0,0,Laptop,70.0,47.8
1756,20,Female,South America,Lower-Mid,Bachelor,Part-time/Shift,3.75,101,173,112,70,2.0,8.356339345036657,2.847926283803901,4.113713872106285,8.0,4.07499216046438,6.1,62.0,0,Android,79.0,19.0
1759,50,Male,South America,Upper-Mid,Master,Full-time Employee,9.96,233,234,207,35,3.0,6.596030238024126,1.9970032990202176,8.0,15.0,2.001961435920121,10.0,37.0,0,Android,81.0,49.2
1760,25,Female,Asia,Upper-Mid,Bachelor,Full-time Employee,3.43,40,106,53,28,1.0,7.979711609468645,2.7861769168623662,9.891282313041186,7.0,6.321772997611827,8.1,84.0,0,Android,78.0,11.8
1762,24,Male,South America,Lower-Mid,Bachelor,Full-time Employee,3.08,72,301,369,191,7.0,8.639859081738228,3.281814220138357,5.0,4.0,1.0,9.1,27.0,0,iPhone,72.0,18.8
1763,30,Female,Asia,Lower-Mid,Master,Full-time Employee,7.36,134,292,34,29,2.0,9.194535222376444,3.877186038977764,7.390058552629008,6.0,2.254896366763731,8.2,38.0,0,Tablet,66.0,34.7
1764,45,Male,Africa,Low,Master,Unemployed_Looking,9.09,89,106,3,193,4.0,7.097524377232174,2.0223127994566923,7.0,13.0,1.0,9.7,86.0,0,iPhone,49.0,32.1
1766,32,Male,Middle East,High,Bachelor,Part-time/Shift,9.96,300,190,77,138,4.0,7.309202897363776,1.111159808231943,9.0,9.0,3.965496800739421,4.2,60.0,0,Tablet,57.0,52.8
1767,24,Male,Europe,High,Master,Student,3.96,58,333,207,118,5.0,7.986697157727627,4.115822651221276,4.0,8.0,7.822984510610851,4.1,33.0,0,Android,87.0,20.0
1768,33,Male,South America,High,Master,Full-time Employee,4.76,60,239,98,40,7.0,7.780586114148457,4.234872566004245,3.0,4.0,2.540203957402098,8.1,64.0,0,iPhone,63.0,21.2
1769,14,Female,Middle East,Low,High School,Student,7.85,141,248,121,116,4.0,7.239775455288581,4.0288192201479,6.893341959727424,6.0,1.92370582380534,5.6,58.0,0,Tablet,66.0,33.8
1770,19,Female,Europe,Lower-Mid,Bachelor,Part-time/Shift,3.6,147,164,55,275,5.0,6.491367147460385,4.13452644490792,5.034203887933625,4.0,1.0,9.7,43.0,0,Laptop,71.0,36.68415185296776
1771,40,Female,Asia,Upper-Mid,High School,Unemployed_Looking,5.71,82,268,77,48,3.0,6.462627767852044,2.905226892913567,6.473747098904696,3.0,6.9366157895250815,8.4,0.0,0,Laptop,65.0,36.68415185296776
1772,19,Male,Europe,Lower-Mid,Bachelor,Part-time/Shift,6.38,117,268,249,190,7.0,8.183397362675889,2.372877847128488,6.0,4.0,4.593818834011697,7.9,0.0,0,Laptop,82.0,36.68415185296776
1774,29,Male,South America,Lower-Mid,Master,Full-time Employee,10.07,266,129,150,132,3.0,7.068370685461435,1.0435490119220736,9.0,14.0,1.0841588418634565,8.5,54.0,0,Android,67.0,48.0
1775,26,Male,South America,Lower-Mid,Bachelor,Full-time Employee,3.52,50,696,74,0,4.0,9.244052237476463,4.071531424612277,10.0,0.0,6.035269080274399,5.9,27.0,0,Laptop,58.0,28.6
1776,14,Male,Asia,Low,High School,Student,3.5,70,266,199,133,2.0,6.638049291886489,3.787470858637872,5.0,3.0,10.0,3.1,48.0,0,iPhone,52.0,18.3
1780,21,Female,Africa,Upper-Mid,Bachelor,Full-time Employee,4.63,115,374,76,120,4.0,8.845122349409857,3.0597412755356648,2.4945877160263,6.0,3.9913870246327976,5.3,44.0,0,Laptop,58.0,28.1
1781,23,Female,Europe,Low,Bachelor,Part-time/Shift,3.59,89,73,123,65,3.0,8.897802479217129,1.040951867074642,9.570732275884495,9.0,1.00156314208475,0.2,57.0,0,Tablet,51.0,16.1
1782,22,Male,South America,Lower-Mid,Bachelor,Unemployed_Looking,13.04,251,62,178,155,5.0,6.332080095130308,1.1844740186322709,15.0,16.0,1.0,7.7,86.0,0,Android,64.0,51.6
1783,29,Female,Europe,Upper-Mid,High School,Part-time/Shift,2.31,48,688,170,1,4.0,6.3707752847997865,4.097239074346694,5.8201452523253385,2.0,1.898424382679177,8.4,0.0,0,iPhone,50.0,25.9
1784,48,Male,North America,Lower-Mid,High School,Caregiver/Home,12.13,200,287,87,239,2.0,6.763669565699949,1.0,14.0,20.0,5.078453323924973,4.1,50.0,0,Android,73.0,52.9
1788,37,Female,Asia,Upper-Mid,Master,Unemployed_Looking,11.15,240,98,86,63,5.0,5.548063863051799,1.1762755573011183,13.227950303465745,12.0,6.868338594024407,2.9,69.0,0,iPhone,57.0,48.6
1789,16,Male,North America,Low,High School,Student,7.09,145,95,169,5,4.0,5.85160781069607,2.093430901562654,1.0,9.0,8.834320054134242,5.9,59.0,0,Laptop,68.0,28.6
1790,14,Female,Asia,Lower-Mid,High School,Student,7.86,149,450,87,13,0.0,6.355729536754665,1.7619535100094954,7.234311372057423,12.0,6.264557260918166,6.3,32.0,0,Android,78.0,39.3
1792,40,Male,Europe,Low,PhD,Full-time Employee,7.09,115,808,33,138,2.0,8.73623823197506,1.89855514932824,0.0,12.0,10.0,4.7,0.0,0,Laptop,66.0,46.4
1793,43,Female,Asia,High,High School,Full-time Employee,5.21,50,709,316,0,5.0,7.220176639001623,4.126366967898016,10.408042145932535,0.0,6.6389381955329325,9.1,0.0,0,iPhone,63.0,34.4
1794,29,Female,North America,Low,Bachelor,Full-time Employee,5.47,64,281,40,125,3.0,7.831500789470614,1.9804416548291115,3.0,12.0,7.087108419142074,8.1,53.0,0,Tablet,72.0,23.7
1795,25,Female,Africa,Upper-Mid,Bachelor,Full-time Employee,7.31,179,282,139,138,3.0,8.475983114076598,2.9343241428138143,8.222503719998011,6.0,10.0,0.0,41.59859976662777,0,Android,67.0,37.6
1796,30,Female,South America,Low,Master,Full-time Employee,7.78,131,529,403,169,3.0,6.610895684983443,1.9058010792211733,9.588161530183928,13.0,1.0198670906541043,7.2,0.0,0,iPhone,57.0,41.7
1797,30,Female,Africa,Upper-Mid,Bachelor,Unemployed_Looking,4.28,54,282,227,144,5.0,8.81305102542958,3.154966585933403,2.5692064537398047,1.0,1.0,8.8,41.0,0,iPhone,62.0,20.4
1798,27,Female,North America,Low,Bachelor,Full-time Employee,4.58,50,327,68,69,1.0,9.227735777488144,2.794456021661015,7.204678956267454,4.0,10.0,0.4,52.0,0,Android,57.0,21.9
1799,35,Male,Europe,Low,Master,Caregiver/Home,8.06,223,118,123,84,7.0,7.482325221719343,2.320313598813548,4.0,9.0,1.0,10.0,63.0,0,Laptop,76.0,39.7
1800,39,Male,Asia,High,Bachelor,Unemployed_Looking,7.04,144,596,67,206,4.0,6.773043066792509,4.018379299453654,7.0,6.0,7.048855832181404,7.9,14.0,0,Tablet,65.0,43.4
1802,23,Female,Africa,Low,Master,Student,5.08,100,180,149,42,4.0,8.777838277321829,3.101978260466431,8.903472860501967,9.0,5.966356635550313,5.5,41.0,0,Android,64.0,23.0
1804,38,Male,Africa,Low,PhD,Unemployed_Looking,9.61,215,181,343,154,3.0,8.422122604186594,1.9613759540718367,6.0,16.0,3.976507359478484,8.1,20.0,0,Tablet,50.0,45.3
1806,24,Male,Asia,Low,Bachelor,Part-time/Shift,7.12,140,233,326,0,6.0,8.170734494707396,2.23132169629328,4.0,11.0,3.7991148630917335,8.2,31.0,0,Tablet,49.0,33.1
1808,27,Male,Europe,Lower-Mid,Bachelor,Unemployed_Looking,7.76,186,123,385,191,2.0,7.991418687036983,1.944299001622357,2.0,11.0,2.0952592432141195,10.0,45.0,0,Android,70.0,35.3
1809,38,Male,North America,High,Bachelor,Full-time Employee,2.6,40,531,8,222,3.0,8.434765085997356,3.0433671824614668,2.0,2.0,5.108264217341934,8.0,12.0,0,Laptop,49.0,22.7
1811,26,Female,South America,Lower-Mid,PhD,Full-time Employee,3.82,56,217,125,167,5.0,8.605097221645483,4.07929045656716,6.043758957164274,0.0,6.680482290676804,6.8,55.0,0,Tablet,60.0,17.5
1813,24,Female,Africa,Lower-Mid,Bachelor,Full-time Employee,11.18,235,255,266,112,3.0,7.331897794095225,1.0,8.951774175648122,18.0,5.9948786396427565,6.9,46.0,0,Laptop,81.0,50.4
1814,21,Male,Asia,Lower-Mid,Bachelor,Part-time/Shift,4.47,98,628,188,155,6.0,8.125380964305048,4.208556879252952,0.0,0.0,1.0,9.7,15.0,0,Laptop,74.0,32.2
1815,42,Female,North America,Lower-Mid,High School,Part-time/Shift,6.1,110,234,156,0,6.0,6.412960846294519,3.241700128293634,6.515772818731607,5.0,4.73820366614423,8.8,34.0,0,iPhone,62.0,29.4
1816,44,Female,Asia,Lower-Mid,High School,Part-time/Shift,6.67,150,103,0,54,0.0,7.436405807212475,2.7313155292032434,8.941516808020197,5.0,2.4068242184925124,9.6,69.0,0,Tablet,56.0,31.1
1817,47,Male,Africa,Lower-Mid,High School,Full-time Employee,6.71,147,667,135,136,4.0,8.841525256626017,3.025218936257248,4.0,6.0,3.0876549855194604,5.4,17.0,0,Laptop,43.0,46.0
1818,31,Female,Africa,High,High School,Full-time Employee,6.41,129,159,109,188,3.0,7.549673075817448,1.0283632625975925,4.5218087930135,14.0,1.0,3.2,70.0,0,Laptop,58.0,36.68415185296776
1821,28,Female,Africa,Upper-Mid,High School,Full-time Employee,2.47,58,166,98,105,6.0,8.861935149782303,3.269406045776397,8.778461406534438,6.0,1.0,9.2,60.0,0,Laptop,64.0,13.3
1822,35,Female,Asia,Lower-Mid,Bachelor,Full-time Employee,7.4,142,231,15,72,4.0,7.637256543146698,3.0457629213953363,6.029196036846466,14.0,8.99374853780144,3.5,62.0,0,Android,66.0,34.3
1823,29,Female,Asia,Upper-Mid,High School,Full-time Employee,5.96,111,228,32,37,0.0,7.742294799099858,3.835397147582094,6.525507155184339,9.0,7.43155999614311,3.1,59.0,0,iPhone,63.0,27.8
1824,18,Female,Europe,Low,Bachelor,Student,3.75,87,138,110,64,4.0,7.10140943365655,4.029534268144305,6.483201497029363,3.0,9.820209619417184,2.9,59.0,0,Laptop,58.0,17.3
1826,43,Female,Asia,Lower-Mid,High School,Unemployed_Looking,5.55,45,294,229,184,0.0,7.733552718326211,2.683649684855239,9.343085419545703,5.0,10.0,0.0,25.0,0,Laptop,69.0,24.0
1827,44,Male,Africa,Lower-Mid,Master,Caregiver/Home,8.94,175,227,214,25,2.0,7.329207263680572,2.9180299762883983,1.0,10.0,4.052967055975063,9.4,38.0,0,iPhone,54.0,41.9
1828,17,Female,Middle East,Low,High School,Student,5.53,96,355,155,70,2.0,7.312004191088442,2.8600291227040646,7.962347030340805,5.0,10.0,2.4,40.0,0,Laptop,79.0,27.1
1830,34,Male,Asia,Upper-Mid,High School,Unemployed_Looking,5.38,59,310,99,46,1.0,8.681299939077356,2.788359457154697,1.0,4.0,1.0,9.9,43.0,0,Tablet,65.0,24.4
1832,14,Male,Asia,Low,High School,Student,6.75,113,145,140,194,6.0,9.14488327890576,3.1791672057293305,2.0,6.0,1.0,10.0,63.0,0,Tablet,67.0,26.2
1834,42,Male,Africa,Low,Bachelor,Full-time Employee,7.74,105,524,54,81,5.0,6.700762454711643,3.099022098902694,4.0,8.0,9.729978847052678,6.418568102444702,14.0,0,Android,68.0,40.1
1836,46,Male,Africa,Lower-Mid,Bachelor,Part-time/Shift,8.01,114,303,25,135,3.0,5.662744763113221,2.922240519393065,0.0,10.0,2.146942847049616,8.7,65.0,0,iPhone,69.0,36.2
1837,24,Male,Asia,Lower-Mid,Bachelor,Student,2.25,65,250,166,41,5.0,9.279606809672162,4.064528266018244,6.0,3.0,2.8299229838515427,9.5,48.0,0,iPhone,54.0,15.4
1838,26,Female,Asia,Upper-Mid,Bachelor,Student,8.77,163,268,296,149,4.0,7.183906036548189,2.099502622241847,3.7152164137968295,10.0,1.0852193029406436,9.8,49.0,0,iPhone,66.0,36.68415185296776
1841,29,Female,Africa,Lower-Mid,PhD,Part-time/Shift,8.82,176,260,67,0,1.0,6.04898355092387,1.7961590298558323,10.520727572538837,11.0,1.254391320960382,8.1,53.0,0,iPhone,64.0,40.8
1842,29,Male,Middle East,Lower-Mid,Bachelor,Part-time/Shift,5.01,90,302,116,141,1.0,8.381453623610224,2.746640674189984,7.0,6.0,10.0,2.7,62.0,0,Android,46.0,26.1
1843,37,Female,South America,High,Bachelor,Full-time Employee,3.57,36,470,157,188,6.0,8.206883380442221,5.0,10.089588414472823,6.0,9.66426628350622,1.3,23.0,0,Laptop,60.0,22.7
1844,43,Male,Middle East,High,Bachelor,Full-time Employee,6.62,150,99,91,45,1.0,7.768198393598333,3.8755168822962336,2.0,13.0,1.0,8.7,81.0,0,Laptop,66.0,30.6
1848,24,Male,North America,Low,Bachelor,Full-time Employee,4.07,51,831,319,122,6.0,7.220429405632763,3.1587183762967004,0.0,7.0,1.0,9.8,0.0,0,Android,56.0,33.3
1849,20,Male,Asia,Lower-Mid,Bachelor,Student,5.19,111,323,52,35,4.0,8.998542936512303,2.0356523018926427,6.0,8.0,1.0,8.5,57.0,0,Android,75.0,27.2
1851,20,Male,North America,Lower-Mid,High School,Full-time Employee,4.67,142,157,58,126,2.0,7.232409935162486,3.885634989803521,4.0,8.0,6.290441490346041,7.1,68.0,0,Tablet,59.0,36.68415185296776
1852,45,Male,Europe,High,High School,Full-time Employee,4.92,59,493,28,36,3.0,8.601081788376701,3.9596992082173066,8.0,4.0,9.918952357297352,0.8,38.0,0,Android,83.0,28.5
1854,22,Female,Asia,Upper-Mid,Bachelor,Student,3.64,85,278,111,271,0.0,7.568676312125795,3.6283193745187248,7.75330605583167,3.0,1.2765150494950956,9.2,64.0,0,iPhone,74.0,20.3
1855,22,Female,Africa,Low,Bachelor,Student,5.95,87,536,104,190,0.0,8.910866937875138,3.773279765198342,4.155446710032507,3.0,4.281302823265592,8.1,26.0,0,iPhone,75.0,32.6
1856,30,Male,Asia,Lower-Mid,PhD,Full-time Employee,6.72,151,450,113,116,3.0,6.937527206175116,2.9842014534037458,4.0,5.0,3.0631556894859853,9.6,29.0,0,Tablet,58.0,38.8
1857,28,Female,Europe,High,Master,Full-time Employee,5.6,101,180,248,110,1.0,7.788338549907993,1.857371006458123,3.379742655323116,11.0,1.0,4.5,46.0,0,Android,79.0,24.3
1858,28,Female,Asia,High,Master,Full-time Employee,4.12,95,551,158,202,2.0,7.738909545289576,2.8702939340364577,8.058670373019034,8.0,6.309600241735167,10.0,30.0,0,iPhone,62.0,30.2
1859,23,Male,Africa,Low,Bachelor,Part-time/Shift,4.65,182,199,185,96,3.0,5.64969326379252,3.936401480499755,6.0,1.0,1.1896538909116847,8.2,39.0,0,Laptop,68.0,29.3
1860,24,Male,Europe,Upper-Mid,Master,Student,6.16,111,252,130,149,5.0,6.905248705545674,3.132137060266482,4.0,6.0,5.823736856560809,8.3,52.0,0,Laptop,68.0,28.3
